name,skill_passive,skill_1,skill_1_cooling,skill_1_cost,skill_2,skill_2_cooling,skill_2_cost,R,R_cooling,R_cost,weapon_1,weapon_2,weapon_3,weapon_4,weapon_5,weapon_6,搭配英雄1,搭配英雄2,克制英雄1,克制英雄2,被克制英雄1,被克制英雄2,attack_range,MP,MP_recover,magic_defense,attack,defense,HP,HP_recover,speed,tag
达摩,被动：每次释放技能提升自身护甲80，至多可以叠加3层，如果技能成功命中目标，下2次普攻将使用双拳攻击，造成额外伤害并回复自身50点生命.,达摩往前冲刺挥出强力冲拳，对路径上的敌人造成200/240/280/320/360/400（+100%物理加成）点物理伤害并短暂击飞.,6,45,达摩快速朝面前连续打出五拳，每一拳造成75/90/105/120/135/150（+33%物理加成）点物理伤害并减少目标20/28/36/44/52/60点护甲，减甲效果最多叠加5层，持续5秒。,10/9.6/9.2/8.8/8.4/8,60,达摩挥出超强一拳，击退面前的敌人并造成150/225/300（+65%物理加成）点物理伤害，被击飞的敌人如果在飞行过程中触碰了地形边缘将会再次受到物理伤害并晕眩。成功将敌方击退至地形边缘即可解锁真言·普渡的二段释放，造成100/150/200（+40%物理加成）点物理伤害并附带目标已损生命值16%的额外伤害。,35/30/25,100,暗影战斧,影忍之足,宗师之力,末世,反伤刺甲,暴烈之甲,兰陵王,花木兰,王昭君,狄仁杰,项羽,貂蝉,近程,420,16,50,171,95,3213,51,380, 战士  突进 
程咬金,被动：每损失1%最大生命值获得额外2～6点物理攻击力（随英雄等级变化），释放技能消耗当前生命值（普通技能8%，大招16%），并获得持续3秒内回复6%已损失生命值的回复效果。,程咬金猛力一跃并挥动双斧斩击，对范围内敌人造成120/155/190/225/260/295（+50%物理加成）点物理伤害，并造成50%的减速效果；被动：程咬金的普通攻击命中敌方英雄会减少1技能1秒的冷却时间。,15/14.4/13.8/13.2/12.6/12,0,程咬金可移动旋转，对范围内的敌人造成两段伤害，每段造成125/150/175/200/225/250（+60%物理加成）点物理伤害。,5,0,程咬金迸发正义热情，5秒内每秒回复8%最大生命，并增加移动速度30%。,1/30/00,0,暗影战斧,影忍之足,不死鸟之眼,破军,暴烈之甲,贤者的庇护,扁鹊,王昭君,赵云,韩信,刘禅,廉颇,近程,0,0,50,161,125,3437,57,380, 坦克  回复 
扁鹊,被动：普通攻击和技能都会附带持续25（+5%法术加成）点法术伤害的中毒效果，并叠加1层毒药印记，最高5层,扁鹊朝敌人扔出致命毒药，毒药散布后持续4秒对范围内敌人造成70/76/82/88/94/100（+12%法术加成）点法术伤害和减速效果，扁鹊每15/14.4/13.8/13.2/12.6/12秒可制作1瓶毒药，最多存放3瓶,2,40,扁鹊朝指定方向释放药剂，对触碰的敌人造成100/120/140/160/180/200（+30%法术加成）点法术伤害，并对触碰的友军英雄施加恢复印记并恢复生命值,5,50,扁鹊引爆附近所有印记，对敌人造成200/250/300（+40%法术加成）点法术伤害，对友军英雄治疗120/150/180（+24%法术加成）点生命值.每层印记额外增加50%的伤害与治疗效果。,18/15/12,130,痛苦面具,秘法之靴,博学者之怒,冰霜法杖,虚无法杖,回响之杖,白起,赵云,狄仁杰,孙尚香,小乔,妲己,远程,490,18,50,168,87,3205,45,350, 回复  法师 
亚瑟,被动：亚瑟获得圣光守护，每2秒恢复相当于自身1%的最大生命值,亚瑟短时间内提高移动速度，同时下一次普通攻击将对敌人造成180/205/230/255/280/305（+100%物理加成）点物理伤害，沉默当前目标持续1秒并标记敌方英雄，标记期间亚瑟普攻和技能会造成额外基于目标最大生命值1%的法术伤害，同时标记能够提升周围友军的移动速度，标记持续5秒,10/9/8/7/6/5,0,亚瑟在身边召唤圣盾，最多持续5秒，持续期间对周围敌人每次造成145/163/181/199/217/235（+50%物理加成）点物理伤害,12/11.4/10.8/10.2/9.6/9,0,亚瑟向敌方英雄跳跃，造成目标最大生命12/16/20%法术伤害，并召唤圣印，击飞敌方英雄周围的敌人并在圣印上造成持续每秒85/105/125点法术伤害,42/35/28,0,抵抗之靴,暗影战斧,破军,红莲斗篷,不祥征兆,贤者的庇护,狄仁杰,鲁班七号,阿轲,赵云,武则天,扁鹊,近程,0,0,50,164,98,3622,55,390, 战士  肉盾 
阿轲,被动：阿轲在敌人身后发起的攻击，必定暴击(包括技能)，但是基础暴击伤害只有125%（阿轲每1%暴击几率将提升额外的0.5%暴击伤害）。阿轲所有的正面发起的进攻，都不能产生暴击效果（对非英雄单位造成最多1500伤害）,阿轲立即使用双刺攻击目标（短时间内攻击2次且可触发攻击特效），造成175/200/225/250/275/300（+65%额外物理加成）点物理伤害（施法期间可以移动）。,4/3.8/3.6/3.4/3.2/3,0,阿轲朝指定方向开始快速位移（突进过程中不造成伤害），在抵达终点后，立即对附近的一名敌人发起攻击（优先英雄），造成350/390/430/470/510/550（+100%额外物理加成）点物理伤害并标记目标持续10秒。阿轲每次攻击标记目标时将附带短暂减速并缩短瞬华1秒冷却时间。被标记的目标攻击阿轲时造成的伤害降低30%，阿轲同一时间只能标记一个敌人。,9/8.6/8.2/7.8/7.4/7,0,阿轲短暂时间后进入隐身状态，每0.5秒恢复生命值并增加自身40%移动速度持续3秒（隐身解除后效果消失）。阿轲发起攻击时解除隐身状态，在解除隐身后3秒内增加自身150/175/200点攻击力并且阿轲对敌人造成伤害时增加自身30%移动速度（持续1秒）。被动：击杀或者助攻时刷新所有技能冷却时间。,1/20/00,0,无尽战刃,影忍之足,闪电匕首,暴烈之甲,红莲斗篷,贤者的庇护,宫本武藏,夏侯惇,鲁班七号,嬴政,太乙真人,牛魔,近程,0,0,50,177,89,3113,47,400, 刺客  突进  收割 
姜子牙,被动：每10秒为友军增加25点经验，经验随英雄等级提升,姜子牙聚集能量对目标区域的敌人进行冲击，命中的敌人在接下来的五秒内每0.5秒受到60/72/84/96/108/120（+7%法术加成）点法术伤害，并且移动速度和双抗会逐渐减少。最多降低90%移动速度，100/120/140/160/180/200点物理防御和100/120/140/160/180/200点法术防御,8,70,姜子牙在指定地点引爆能量，击退爆炸点周围的敌人并造成310/350/390/430/470/510（+47%法术加成）点法术伤害，并造成减速,10/9.4/8.8/8.2/7.6/7,80,姜子牙召唤能量聚集持续3秒，蓄力过程中进行任意操作都会中断蓄力并放出冲击波造成450/600/750（+35%法术加成）点法术伤害，蓄力越久伤害越高，可对建筑造成10%伤害,2010/8/6,100,圣杯,冷静之靴,回响之杖,博学者之怒,虚无法杖,贤者之书,廉颇,墨子,王昭君,甄姬,赵云,韩信,远程,490,18,50,168,106,2958,42,330, 突进  射手 
周瑜,被动：周瑜的技能将引燃目标，每秒造成目标最大生命值2%的法术伤害，持续4秒.技能命中被引燃目标会造成额外效果,周瑜召唤不死鸟之炎冲击前方，灼烧路径上敌人造成250/282/314/346/378/410（+47%法术加成）点法术伤害，命中敌方英雄后火鸟会消耗自己生成一次范围爆炸造成同样伤害.命中带引燃印记目标时造成晕眩,8/7.4/6.8/6.2/5.6/5,60,周瑜召唤燃烧的陨星坠落到指定地点并持续一段时间，期间对敌人造成多次伤害，每次造成145/163/181/199/217/235（+25%法术加成）点法术伤害.命中带引燃印记目标时造成晕眩,10/9/8/7/6/5,75,周瑜在指定位置制造炎之法阵，法阵中将喷发出燃烧火柱对敌人造成525/725/925（+110%法术加成）点法术伤害.命中带引燃印记的目标时造成额外120/170/220（+25%法术加成）点法术伤害,11/13/12,130,痛苦面具,秘法之靴,博学者之怒,回响之杖,冰霜法杖,贤者之书,白起,项羽,鲁班七号,武则天,宫本武藏,阿轲,远程,490,17,50,160,87,3093,46,350, 远程消耗  法师 
老夫子,被动：老夫子普通攻击命中获得训诫值，训诫值满5点后获得强化效果，增加老夫子60点移动速度及25%攻击速度，普通攻击附带60点真实伤害并能够减少1技能与2技能1秒CD，持续5秒；,老夫子挥动戒尺，将前方范围内的敌人抽到自己身前，造成200/240/280/320/360/400（+80%物理加成）点物理伤害与减速效果,8,0,老夫子爆发气场，在2秒内增加移动速度与高额免伤，并反弹普通攻击，对攻击者造成物理伤害与减速效果并附带普攻法球（包括回复训诫），每个单位只会被反弹一次。被动：有25%几率造成两次普攻，第二次普攻仅造成50%伤害,13,0,老夫子向前冲锋造成400/500/600（+120%物理加成）点物理伤害，将撞到的第一个敌方英雄捆在明灯上持续5秒，期间目标伤害输出降低，且无法离开明灯的范围,40/35/30,0,暗影战斧,影忍之足,宗师之力,闪电匕首,反伤刺甲,暴烈之甲,兰陵王,刘邦,小乔,鲁班七号,项羽,孙尚香,近程,430,16,50,168,100,3370,51,390, 战士  突进 
嬴政,被动：普通攻击附带穿透效果，造成70（+100%物理加成）（+30%法术加成）的法术伤害（对防御塔伤害衰减50%）,嬴政召唤黄金剑阵，每0.5秒对范围内的敌人造成120/140/160/180/200/220（+30%法术加成）的法术伤害，并降低他们的移动速度,8,100,嬴政开启王之护盾，持续时间内增加自身法术强度140/168/196/224/252/280和移动速度10/11/12/13/14/15%，被动：增加嬴政自身法术强度70/84/98/112/126/140和移动速度2/3/3/4/4/5%,12/11/10/9/8/7,40,嬴政展示王者权力，5秒内号令55只飞剑持续对前方敌人进行打击，每只飞剑造成105/131/157（+15%法术加成）点法术伤害，该技能对小兵和野怪额外造成25%伤害,1/30/00,150,秘法之靴,回响之杖,痛苦面具,博学者之怒,虚无法杖,贤者之书,钟无艳,白起,扁鹊,孙膑,赵云,典韦,远程,490,17,50,157,91,3125,44,350, 法师  爆发 
曹操,被动：释放技能时提升自身攻击速度10%，至多增加50%，持续3秒,曹操向前发起冲锋，对路径上的敌人造成160/185/210/235/260/285（+84%物理加成）点物理伤害，该技能可以在短时间内连续释放3次.第三次攻击将会击飞敌人,10/9.4/8.8/8.2/7.6/7,0,曹操剑指天下，向前挥出强大剑气对命中的敌人造成240/300/360/420/480/540（+90%物理加成）点物理伤害并短暂减速.被动：普通攻击命中敌人时减少纵横天下1秒冷却时间,12/11/10/9/8/7,0,曹操以鲜血意志强化大剑，开启时对附近敌人造成200/250/300（+72%物理加成）点物理伤害，并大幅度提升自身攻击力80及20%韧性效果，每次普攻或技能命中敌方将回复自身生命120/180/240（+40%物理加成）点，持续8秒,1/30/00,0,暗影战斧,抵抗之靴,贪婪之噬,无尽战刃,末世,不死鸟之眼,扁鹊,白起,廉颇,孙尚香,狄仁杰,宫本武藏,近程,0,0,50,174,104,3531,53,380, 突进  战术 
庄周,被动：每隔6秒，庄周会进入自然梦境，解除所有控制效果，并提高伤害免疫15%及15%移速持续2秒,庄周幻化出蝴蝶飞向前方，对路径上的敌人造成375/450/525/600/675/750(+69%法术加成)点法术伤害，并降低他们的移动速度，持续2秒,8,80,庄周梦中蝴蝶扇起翅膀，对身边的敌人造成250/320/390/460/530/600（+30%法术加成）点法术伤害，并增加范围内友军移动速度持续5秒，5秒内的连续命中会增加对敌人造成的伤害和叠加移动速度，额外最多增加4层效果；被动：每隔6秒，庄周会自动释放一次蝴蝶效应.,6/5.4/4.8/4.2/3.6/3,40,庄周幻化梦域保护附近友军，解除他们所受的控制效果，并使他们免控并提高伤害减免持续2秒,50/45/40,150,冷静之靴,时之预言,近卫荣耀,红莲斗篷,冰霜法杖,痛苦面具,典韦,程咬金,亚瑟,刘禅,姜子牙,程咬金,近程,420,15,50,170,150,3431,55,390, 辅助  坦克 
张良,被动：张良技能和第三次普攻给目标叠加咒印。每叠加3层引爆，造成140（+60%法术加成）点真实伤害,张良以言灵之术召唤一道法术壁垒，触碰到的敌人将受到400/450/500/550/600/650（+75%法术加成）点法术伤害和眩晕，并被叠加1层咒印,14/13/12/11/10/9,80,张良以言灵之术召唤侵蚀法阵，持续侵蚀踏入的敌人，每段侵蚀造成125/150/175/200/225/250（+28%法术加成）点法术伤害。法阵在启动和结束时各对敌人叠加1层咒印,10,80,张良以言灵之术抓住一名敌方英雄，持续2秒，期间每0.5秒造成200/250/300（+36%法术加成）点法术伤害，并持续支配对方。技能启动和结束时各对敌人叠加1层咒印,30/25/20,130,痛苦面具,秘法之靴,回响之杖,冰霜法杖,贤者之书,博学者之怒,孙膑,刘禅,露娜,阿轲,刘禅,廉颇,远程,490,18,50,170,87,3027,43,340, 控制  法师 
钟无艳,被动：所有伤害会有50%几率将敌方英雄石化，每个敌方英雄在8秒内只会受到一次石化效果,钟无艳向前突进，下一次普通攻击替换为重击造成225/270/315/360/405/450（+120%物理加成）点物理伤害与减速效果,5,60,钟无艳大锤蓄力后猛击地面，对范围内的敌人造成250/300/350/400/450/500（+105%物理加成）点物理伤害，对大锤命中中心的敌方单位造成双倍伤害并附带50%减速持续2秒,10/9/8/7/6/5,70,钟无艳快速旋转大锤，对范围内的敌人每段打击造成150/190/230（+70%物理加成）点物理伤害；被动：钟无艳召唤大地之力，每3秒获得一个可抵挡150/225/300点伤害的岩土护盾，护盾永久存在,35/30/25,140,抵抗之靴,红莲斗篷,暗影战斧,近卫荣耀,极寒风暴,贤者的庇护,嬴政,露娜,狄仁杰,孙尚香,达摩,武则天,近程,430,15,50,164,100,3528,48,380, 坦克  突进  控制 
芈月,被动：芈月释放技能会召唤暗影仆从，自动搜寻身边敌人进行攻击造成40（+7%法术加成）点法术伤害并回复芈月20（+3%法术加成）点生命值；召唤暗影仆从时芈月获得30点暗影之力，暗影之力消失时暗影仆从也会立即消失；暗影仆从最多存在6个,芈月向前释放能量，对命中的敌人造成200/220/240/260/280/300（+24%法术加成）点法术伤害，在能量飞行的过程中芈月能够再次使用技能降临在能量的当前位置，对范围内敌人造成法术伤害；第二段技能命中敌人会为芈月召唤一个暗影仆从,10/9.6/9.2/8.8/8.4/8,0,芈月向指定方向释放锁链持续4秒，连接命中的第一个单位，每0.5秒抽取目标的生命、10点攻击力与30点法术强度，每段造成50/60/70/80/90/100（+7%法术加成）点法术伤害，如果链条最终没有断裂，则为芈月召唤一个暗影仆从,9,0,芈月遁入黑暗能量，增加自身移动速度并免疫所有效果持续2秒，技能开启及结束时都将对范围内的敌人造成400/500/600（+50%法术加成）点法术伤害，如果第二段伤害命中敌人，则为芈月召唤一个暗影仆从；被动：芈月普通攻击得到强化，造成法术伤害与减速效果，同时增加自身10点暗影之力,24/22/20,0,噬神之书,影忍之足,冰霜法杖,不死鸟之眼,不祥征兆,贤者的庇护,李白,兰陵王,虞姬,后羿,张良,东皇太一,远程,100,0,50,152,88,3105,44,370, 坦克  法师 
露娜,被动：露娜的第一次普通攻击会向目标发起冲锋，第三次普攻将会造成范围伤害并标记敌人（无法标记机关),露娜挥出一道剑气冲击波，对命中的敌人造成350/430/510/590/670/750(+51%法术加成)点法术伤害，并标记敌人（无法标记机关),5,50,露娜将剑插入大地，以炙热剑芒牵引附近敌人靠近自己并眩晕他们，造成120/135/150/165/180/195（+31%法术加成）点法术伤害，获得可抵挡400/480/560/640/720/800（+80%法术加成）点伤害的护盾并标记敌人（无法标记机关)，造成持续2秒50%的减速,8,50,露娜向指定位置发起突击，对路径上敌人造成500/625/750（+60%法术加成）点法术伤害，如果露娜命中了标记敌人，将会刷新该技能冷却时间,25/20/15,80,时之预言,秘法之靴,博学者之怒,巫术法杖,冰霜法杖,贤者之书,甄姬,庄周,武则天,姜子牙,廉颇,庄周,近程,450,16,50,163,102,3021,52,380, 法师  突进  爆发 
廉颇,被动：释放技能的过程中处于霸体状态（不会受到控制效果），并减少所受到的伤害20%,廉颇发动豪情的冲锋，对敌人造成115/130/145/160/175/190（+100%物理加成）点物理伤害并将其短暂击飞,9/8.4/7.8/7.2/6.6/6,60,短暂蓄力后爆发战斗激情为自身提供抵免350/420/490/560/630/700点伤害的护盾，对范围内的敌人造成500/560/620/680/740/800（+155%物理加成）点物理伤害与减速,12/11/10/9/8/7,70,廉颇跳向目标地点并连续砸地三下，第一次造成150/200/250（+80%物理加成）点物理伤害与减速，随后的打击伤害递增。第三次会将范围内的敌人击飞，并造成更高的375（+200%物理加成）点物理伤害,54/45/36,150,冷静之靴,红莲斗篷,冰霜长矛,暴烈之甲,不死鸟之眼,破军,阿轲,武则天,老夫子,赵云,妲己,小乔,近程,0,0,50,163,132,3558,57,370, 突进  坦克 
白起,被动：每次击败英雄或助攻会回复生命值，击杀英雄回复最大生命6%，击败小兵野怪回复最大生命1%,白起回旋大镰血洗四方，对范围内的敌人造成125/150/175/200/225/250（+120%物理加成）点物理伤害；被动，白起受伤时有几率释放血之回响,10/9/8/7/6/5,40,白起挥出长镰，造成150/185/220/255/290/325（+70%物理加成）点物理伤害并将面前的敌人拉回到身前造成减速,14/13.4/12.8/12.2/11.6/11,60,白起嘲讽范围内的敌军持续2秒，期间自身受到的伤害将被降低20%/25%/30%；被动：受到攻击每层会提升移动速度10点与护甲30/60/90点，最多叠加3层持续3秒,30/25/20,80,疾步之靴,红莲斗篷,不死鸟之眼,血魔之怒,暴烈之甲,贤者的庇护,阿轲,武则天,阿轲,赵云,高渐离,狄仁杰,近程,0,0,50,158,120,3510,53,390, 突进  坦克 
张飞,被动：变身前普攻增加微量狂意.变狂后的张飞真身每次施放技能时，都会使周围的地面震动，造成范围减速50%，持续2秒，并且大幅度增加普攻伤害.,张飞挥扫蛇矛，将四周的英雄击退一段位移造成360/435/510/585/660/735（+80%物理加成）点物理伤害，击中英雄产生5点狂意，额外每命中一个非英雄单位增加1点狂意；入狂的张飞疯狂的砸击面前的敌人，造成450（+100%物理加成）点物理伤害.,6,0,张飞向指定区域跳跃，运行机关印记，使该区域的友军获得可抵免500/675/850/1025/1200/1375（+47%物理加成）点伤害的护盾，使用即增加狂意，如给其他英雄套上护盾额外增加1点狂意；入狂的张飞，向指定区域跳跃，践踏该区域敌军造成380/430/480/530/580/630（+94%物理加成）点物理伤害.,10,0,张飞狂意达顶峰，展现魔种真身获得巨额护盾，朝前怒吼形成狂风通路，怒吼期间免疫控制，推开通路两边敌人并眩晕通路末端敌人造成500/750/1000（+65%物理加成）点物理伤害，张飞在通路上会获得移动加速.,2/9/00,100,抵抗之靴,红莲斗篷,不死鸟之眼,血魔之怒,暴烈之甲,暗影战斧,曹操,孙悟空,貂蝉,甄姬,花木兰,庄周,近程,100,5,50,153,125,3450,55,380, 近战  坦克 
刘备,被动：火铳发射霰弹，每颗弹丸命中敌方英雄会给刘备叠加双抗，持续6秒，可叠加12层。霰弹只有中央2颗弹丸可暴击可触发装备效果，目标会受到50%总攻击力+40%额外弹丸数的总伤害（建筑不受额外弹丸影响）,刘备短时间提高移动速度40%，持续1.5秒，并在下次射击时击发两次，每颗弹丸造成120（+40%物理加成）点物理伤害,8/7.6/7.2/6.8/6.4/6,60,刘备向前冲锋，若撞击到敌人将造成小范围180/200/220/240/260/280（+70%物理加成）点物理伤害及击退效果，同时自身停止移动。若撞击到敌方英雄将减少该技能2秒冷却时间,10/9.4/8.8/8.2/7.6/7,80,刘备清除身上的控制效果，并获得可吸收1000/1500/2000点伤害的护盾，护盾存在期间刘备免疫控制，并会将普攻和技能造成伤害的50%转化为护盾值（对小兵野怪为20%），护盾最高值不可超过初始值的150%。开启技能还会获得50/100/150点攻击力加成，持续6秒,60/55/50,130,暗影战斧,影忍之足,泣血之刃,冰痕之握,反伤刺甲,不死鸟之眼,蔡文姬,宫本武藏,鲁班七号,狄仁杰,李白,项羽,远程,440,15,50,169,88,3081,38,340, 战士  爆发  免疫 
兰陵王,被动：兰陵王向附近敌方英雄移动时提升移动速度20%,兰陵王以拳刃挥砍身边敌人造成215/260/305/350/395/440（+85%物理加成）点物理伤害，同时召唤出影分身随机攻击周围单个敌人造成同样伤害,5,50,投射暗影匕首，造成165/186/207/228/249/270（+57%物理加成）点物理伤害并降低移速，3秒后受到已损失生命值24%物理伤害.期间受击者若再次受到兰陵王伤害将晕眩，并使兰陵王回复140/168/196/224/252/280（+50%物理加成）点生命值,9.6/8.8/8/7.2/6.4/5.6,80,在1.5秒后进入隐身状态，持续30秒.隐身时若持续处于敌人6米范围内超过3秒，隐身状态解除.期间再次施放该技能，将冲锋并对路径上敌人造成660/830/1000（+188%物理加成）点物理伤害，破隐后提升攻速50%持续5秒,36/30/24,120,泣血之刃,破军,抵抗之靴,无尽战刃,破甲弓,贤者的庇护,白起,牛魔,狄仁杰,鲁班七号,宫本武藏,花木兰,近程,450,19,50,171,85,3292,52,400, 刺客  隐身  突进 
娜可露露,被动：娜可露露的技能命中敌人时，强化下一次普通攻击额外造成80（+100%额外物理加成）的物理伤害。,娜可露露召唤玛玛哈哈攻击敌人造成350/400/450/500/550/600（+155%额外物理加成）点物理伤害，并对敌人施加鹰眼标记.娜可露露的其它伤害可以触发印记，对敌人造成最大生命值8%物理伤害（每40点额外物理攻击额外增幅1%），减少该技能3秒冷却并恢复法力值.,10/9.5/9/8.5/8/7.5,70,娜可露露向前冲刺，对路径上的敌人造成350/420/490/560/630/700（+170%额外物理加成）点物理伤害，每命中一个英雄将回复250/300/350/400/450/500（+100%额外物理加成）点自身生命值.,6,50,娜可露露召唤玛玛哈哈并肩作战，大幅度提升自身移动速度，再次释放该技能，娜可露露朝指定区域发起进攻，对敌人造成600/850/1100（+265%额外物理加成）点物理伤害并减速.受到冲击的敌人在3秒内降低30%伤害输出.,1/12/00,120,泣血之刃,暗影战斧,抵抗之靴,无尽战刃,破军,破甲弓,宫本武藏,武则天,甄姬,狄仁杰,妲己,吕布,近程,0,0,50,173,86,3239,38,380, 突进  刺客 
李白,被动：李白施展侠客行，连续（3秒内）的第四次普通攻击（对建筑除外）会触发侠客行，提升自身攻击力5%，并解除青莲剑歌的使用限制持续5秒.,李白以醉剑势向指定方向突进，对经过的目标造成120/144/168/192/216/240（+100%物理加成）点物理伤害，并造成晕眩，释放技能后5秒内再次启用发起冲锋，并在5秒内第三次启用回到原地.,12/10.6/9.2/7.8/6.4/5,80,李白以自身为中心化剑为青莲剑阵，对范围内敌人造成110/142/174/206/238/270（+54%物理加成）点物理伤害，并对撞到剑圈的敌人造成180（+90%物理加成）点物理伤害及减速，并降低目标的护甲100/175/250/325/400/475点，释放技能期间不可被选中,12/11.6/11.2/10.8/10.4/10,60,李白化身为剑气，对范围敌人飞速穿梭斩击5次剑气，每次剑气造成150/215/280（+68%物理加成）点物理伤害（若多个英雄单位生效，每增加一个目标伤害衰减15%，最多衰减至原伤害70%）释放技能时李白不可被选中和攻击。青莲剑歌需要由侠客行解除限制后方可释放，使用后立即进入限制状态,1/12/00,120,末世,暗影战斧,抵抗之靴,破军,泣血之刃,霸者重装,宫本武藏,花木兰,武则天,甄姬,后羿,吕布,近程,450,16,50,169,98,2968,43,390, 刺客  消耗  突进 
钟馗,被动：受到单次伤害超过当前生命值10%会引发爆炸（2秒内置CD），对500范围内敌人造成40（+40%法术加成）（+68)（最大生命值2%）法术伤害，钟馗死亡后3秒引爆区域，对500范围内敌人造成240（+240%法术加成）（+410）（最大生命值12%）法术伤害.,钟馗以虚空之力清除范围内敌人，对其造成200/240/280/320/360/400（+70%法术加成）点法术伤害与减速，在钟馗身边的敌人会受到额外的1.5倍伤害和减速效果.,4,60,钟馗投出钩锁将敌人拉至面前，并造成750/900/1050/1200/1350/1500（+165%法术加成）点法术伤害；被动：钟馗每次击杀或助攻会增加自身最大生命值125点，最高20层.,17/16/15/14/13/12,60,短暂延迟后钟馗张开虚空身躯对目标区域敌人进行多次吞噬效果，全中总共可造成2400/3000/3600（+360%法术加成）点法术伤害并产生护盾.,40/35/30,130,时之预言,回响之杖,影忍之足,博学者之怒,极寒风暴,贤者之书,吕布,后羿,宫本武藏,曹操,妲己,廉颇,近程,490,17,50,162,99,3420,57,360, 法师  钩子  团控 
李元芳,被动：元芳可爱的大耳朵可以帮助元芳周期性谛听周围的动向.获得并捕捉敌方英雄的踪迹，获得敌方视野1秒，该效果对同一单位6秒内只能生效一次。,暗印标记敌方英雄或者建筑，4秒后爆炸造成160/180/200/220/240/260(+77%物理加成）点范围内物理伤害.暗印期间元芳对目标的每次普攻都会增加额外160/180/200/220/240/260（+77%物理加成）点物理伤害，最高叠满4层直接引爆暗印.并且施法后4秒内提升50%攻速及75点攻击射程。,10/9.6/9.2/8.8/8.4/8,60,元芳放出飞轮，然后施展鬼魅身法终点现身接住飞轮，地遁阶段元芳将无法被选中，飞轮会对敌人造成减速和80/90/100/110/120/130（+67%物理加成）点物理伤害，经过的地面留下燃痕，持续对敌人造成伤害和减速，每0.25秒造成30/36/42/48/54/60（+25%物理加成）点物理伤害.,12/11.2/10.4/9.6/8.8/8,80,元芳平扔出飞轮到指定位置旋转卷起利刃风暴，利刃撞击目标中造成215/275/335（+75%物理加成）点物理伤害，持续数秒，对范围内的敌人造成持续减速和刃风，每0.5秒造成75/93/111（+30%物理加成）点物理伤害，内圈会受到双倍的刃伤.刃伤也可叠加暗印层数。,36/30/24,130,闪电匕首,急速战靴,破甲弓,泣血之刃,暗影战斧,破军,钟馗,张飞,吕布,曹操,狄仁杰,宫本武藏,远程,440,15,50,161,87,3007,37,340, 突进  收割 
刘邦,被动：第三次普通攻击将附带刘邦的最大生命值4-8%的法术伤害(在4/7/10/13级时提升1%)，该效果对防御塔不生效,开启护盾，可抵免400/520/640/760/880/1000（+168）（最大生命值的5%）点伤害，2.5秒后可手动结束护盾，结束时对周围造成320/416/512/608/704/800（+134）（最大生命值的4%）点法术伤害及减速效果。护盾若被击破则不造成伤害。,10,75,刘邦用剑直刺前方，剑气所经过的敌人受到150/170/190/210/230/250（+68%物理加成）点法术伤害。同时，剑气范围内距离刘邦近\中\远处的敌人将分别承受1.5秒晕眩\1秒晕眩\50%减速效果。剑气命中敌人后刘邦会短暂提升移动速度,9/8.6/8.2/7.8/7.4/7,70,刘邦为自己和指定队友提供2.2秒50%免伤效果，同时自身在2.2秒吟唱后传送到该队友位置。传送后刘邦会短时提升移动速度，并生成一个跟随自身的法术场，法术场为其中队友提供60/105/150双抗加成，持续6秒,80/70/60,140,红莲斗篷,影忍之足,反伤刺甲,魔女斗篷,霸者重装,贤者的庇护,鲁班七号,蔡文姬,程咬金,吕布,牛魔,夏侯惇,近程,470,17,50,158,125,3369,58,360, 突进  团控 
不知火舞,被动：使用技能后，不知火舞能够在结束时翻滚一段距离并提高移动速度.脱离战斗后第一次普通攻击将会向当前朝向释放忍蜂，造成额外的法术伤害和击退效果,不知火舞向上飞踢腾空，对范围内敌人造成550/620/690/760/830/900（+73%法术加成）点法术伤害和短暂的击飞效果；技能命中回复25点能量.,10/9.2/8.4/7.6/6.8/6,70,不知火舞扔出扇子，对命中的第一个目标造成500/590/680/770/860/950（+100%法术加成）点法术伤害并短时间内附带减少法术抗性和减速效果；技能命中回复25点能量.,4/3.6/3.2/2.8/2.4/2,40,不知火舞向前冲刺，对命中的敌人造成高额的800/1000/1200（+110%法术加成）点法术伤害和击退效果；并减少他们的攻击力持续2.5秒；技能命中回复25点能量.,25/22.5/20,110,时之预言,秘法之靴,博学者之怒,巫术法杖,冰霜法杖,贤者之书,廉颇,项羽,王昭君,鲁班七号,宫本武藏,花木兰,近程,200,50,50,170,89,3235,46,390, 法师  突进  高爆发 
