Titles	Genres
Beautician and the Beast, The (1997)[(4, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Smilla's Sense of Snow (1997)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Liar Liar (1997)[(4, 0.997)]	comedy
Cats Don't Dance (1997)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Inventing the Abbotts (1997)[(4, 0.591), (7, 0.396), (0, 0.002), (1, 0.002), (2, 0.002)]	romance
Anaconda (1997)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Romy and Michele's High School Reunion (1997)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Volcano (1997)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Austin Powers: International Man of Mystery (1997)[(4, 0.997)]	comedy
Fifth Element, The (1997)[(8, 0.998)]	sci-fi
Nowhere (1997)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Shall We Dance? (Shall We Dansu?) (1996)[(5, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Addicted to Love (1997)[(9, 0.997)]	comedy
Con Air (1997)[(0, 0.997)]	action
Pillow Book, The (1996)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Batman & Robin (1997)[(8, 0.531), (3, 0.455), (0, 0.002), (1, 0.002), (2, 0.002)]	action
Hercules (1997)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
My Best Friend's Wedding (1997)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	romance
Face/Off (1997)[(2, 0.998)]	action
Men in Black (a.k.a. MIB) (1997)[(4, 0.997)]	sci-fi
Simple Wish, A (1997)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Contact (1997)[(6, 0.998)]	sci-fi
G.I. Jane (1997)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Conan the Barbarian (1982)[(8, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Event Horizon (1997)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Excess Baggage (1997)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Air Force One (1997)[(1, 0.996), (0, 0.001), (4, 0.001)]	action
Hunt for Red October, The (1990)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Game, The (1997)[(1, 0.988), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	action
U Turn (1997)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Gattaca (1997)[(5, 0.996), (0, 0.001)]	sci-fi
Stripes (1981)[(9, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Witness (1985)[(1, 0.997)]	romance
Starship Troopers (1997)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Mortal Kombat: Annihilation (1997)[(4, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Truman Show, The (1998)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Anastasia (1997)[(9, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Man Who Knew Too Little, The (1997)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Alien: Resurrection (1997)[(4, 0.997)]	sci-fi
Flubber (1997)[(5, 0.996), (0, 0.001)]	romance
Titanic (1997)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Tomorrow Never Dies (1997)[(7, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Big Lebowski, The (1998)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Wag the Dog (1997)[(6, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Dark City (1998)[(0, 0.983), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	sci-fi
Half Baked (1998)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Wedding Singer, The (1998)[(4, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Sphere (1998)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
As Good as It Gets (1997)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	comedy
Lost in Space (1998)[(4, 0.997)]	sci-fi
Big Hit, The (1998)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Deep Impact (1998)[(5, 0.997)]	sci-fi
Quest for Camelot (1998)[(8, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Godzilla (1998)[(6, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Bulworth (1998)[(8, 0.996), (0, 0.001), (4, 0.001)]	comedy
Fear and Loathing in Las Vegas (1998)[(5, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Six Days Seven Nights (1998)[(3, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	romance
Mulan (1998)[(8, 0.996), (0, 0.001)]	animation
X-Files: Fight the Future, The (1998)[(9, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Dr. Dolittle (1998)[(3, 0.997)]	comedy
Armageddon (1998)[(4, 0.998)]	sci-fi
Lethal Weapon 4 (1998)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
There's Something About Mary (1998)[(1, 0.98), (0, 0.003), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Great Ziegfeld, The (1936)[(1, 0.996), (0, 0.001)]	comedy
Man for All Seasons, A (1966)[(3, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
French Connection, The (1971)[(8, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Rocky (1976)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	romance
Out of Africa (1985)[(2, 0.99), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Labyrinth (1986)[(8, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Nightmare on Elm Street 3: Dream Warriors, A (1987)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Lethal Weapon (1987)[(5, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Lethal Weapon 2 (1989)[(4, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (1, 0.002)]	action
Lethal Weapon 3 (1992)[(2, 0.98), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Gremlins (1984)[(8, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Mask of Zorro, The (1998)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Soylent Green (1973)[(5, 0.997)]	sci-fi
Metropolis (1927)[(5, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Back to the Future Part II (1989)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Back to the Future Part III (1990)[(3, 0.996), (0, 0.001)]	sci-fi
Freaky Friday (1977)[(5, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Absent-Minded Professor, The (1961)[(5, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Bambi (1942)[(1, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	animation
Seven Samurai (Shichinin no samurai) (1954)[(4, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Dune (1984)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Godfather: Part III, The (1990)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Saving Private Ryan (1998)[(7, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Black Cauldron, The (1985)[(2, 0.623), (6, 0.369), (0, 0.001), (1, 0.001), (3, 0.001)]	fantasy
Flight of the Navigator (1986)[(3, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Great Mouse Detective, The (1986)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Honey, I Shrunk the Kids (1989)[(5, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
BASEketball (1998)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Purple Rose of Cairo, The (1985)[(0, 0.997)]	fantasy
Jungle Book, The (1967)[(7, 0.997)]	animation
Lady and the Tramp (1955)[(1, 0.957), (0, 0.006), (2, 0.005), (3, 0.005), (4, 0.005)]	animation
Little Mermaid, The (1989)[(0, 0.994), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
101 Dalmatians (One Hundred and One Dalmatians) (1961)[(7, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Peter Pan (1953)[(6, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Return of Jafar, The (1994)[(4, 0.996), (0, 0.001)]	animation
Return to Oz (1985)[(0, 0.996)]	fantasy
Sleeping Beauty (1959)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
Splash (1984)[(2, 0.996), (0, 0.001), (3, 0.001), (4, 0.001)]	romance
Tron (1982)[(1, 0.987), (0, 0.002), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Indiana Jones and the Temple of Doom (1984)[(3, 0.998)]	action
Lord of the Rings, The (1978)[(4, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
1984 (Nineteen Eighty-Four) (1984)[(7, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
All Dogs Go to Heaven (1989)[(8, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Ever After: A Cinderella Story (1998)[(2, 0.978), (0, 0.003), (3, 0.003), (4, 0.003), (1, 0.002)]	romance
Adventures in Babysitting (1987)[(3, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Weird Science (1985)[(8, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Doctor Dolittle (1967)[(8, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Charlotte's Web (1973)[(9, 0.997)]	animation
Watership Down (1978)[(8, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Secret of NIMH, The (1982)[(4, 0.999)]	fantasy
Dark Crystal, The (1982)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
American Tail: Fievel Goes West, An (1991)[(3, 0.996), (0, 0.001), (4, 0.001)]	animation
Legend (1985)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Pretty in Pink (1986)[(2, 0.712), (5, 0.281), (0, 0.001), (1, 0.001), (3, 0.001)]	comedy
Gods Must Be Crazy, The (1980)[(0, 0.986), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
NeverEnding Story II: The Next Chapter, The (1990)[(2, 0.985), (0, 0.002), (1, 0.002), (3, 0.002), (4, 0.002)]	fantasy
Blade (1998)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Beetlejuice (1988)[(3, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Marnie (1964)[(2, 0.997)]	romance
Willow (1988)[(9, 0.998)]	fantasy
Dirty Work (1998)[(5, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Say Anything... (1989)[(6, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
We're No Angels (1989)[(3, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Rush Hour (1998)[(8, 0.957), (0, 0.006), (1, 0.005), (2, 0.005), (3, 0.005)]	comedy
Ronin (1998)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Them! (1954)[(0, 0.968), (3, 0.03)]	sci-fi
Thing, The (1982)[(4, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Player, The (1992)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Edward Scissorhands (1990)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Antz (1998)[(1, 0.997)]	animation
My Cousin Vinny (1992)[(7, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
2010: The Year We Make Contact (1984)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Pleasantville (1998)[(1, 0.997)]	fantasy
Soldier (1998)[(0, 0.996), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Life Is Beautiful (La Vita è bella) (1997)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Orgazmo (1997)[(2, 0.997)]	comedy
Waterboy, The (1998)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Stepford Wives, The (1975)[(4, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Rugrats Movie, The (1998)[(9, 0.97), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	animation
Bug's Life, A (1998)[(9, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
King Kong (1933)[(6, 0.996), (0, 0.001)]	action
Fletch (1985)[(0, 0.997)]	comedy
Red Sonja (1985)[(3, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	fantasy
Money Pit, The (1986)[(9, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Police Academy (1984)[(4, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Police Academy 2: Their First Assignment (1985)[(1, 0.986), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Police Academy 3: Back in Training (1986)[(0, 0.987), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Police Academy 4: Citizens on Patrol (1987)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Police Academy 5: Assignment: Miami Beach (1988)[(1, 0.994), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Police Academy 6: City Under Siege (1989)[(0, 0.998)]	comedy
Babe: Pig in the City (1998)[(8, 0.997)]	animation
Star Trek: Insurrection (1998)[(9, 0.997)]	sci-fi
Prince of Egypt, The (1998)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Rushmore (1998)[(4, 0.997)]	comedy
Shakespeare in Love (1998)[(8, 0.997)]	romance
Rambo: First Blood Part II (1985)[(7, 0.997)]	action
First Blood (Rambo: First Blood) (1982)[(2, 0.988), (0, 0.002), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Rambo III (1988)[(7, 0.989), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Jewel of the Nile, The (1985)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Romancing the Stone (1984)[(6, 0.983), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Rocky IV (1985)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	action
Rocky V (1990)[(7, 0.996), (0, 0.001), (4, 0.001)]	action
Karate Kid, The (1984)[(2, 0.998)]	comedy
Christmas Vacation (National Lampoon's Christmas Vacation) (1989)[(6, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
You've Got Mail (1998)[(2, 0.994), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Faculty, The (1998)[(4, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Patch Adams (1998)[(7, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
At First Sight (1999)[(8, 0.997)]	romance
Howard the Duck (1986)[(0, 0.972), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	sci-fi
Fly, The (1958)[(5, 0.957), (2, 0.04), (0, 0.001)]	sci-fi
Fly, The (1986)[(7, 0.996), (0, 0.001)]	sci-fi
Ruthless People (1986)[(0, 0.999)]	comedy
¡Three Amigos! (1986)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
She's All That (1999)[(9, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	romance
Payback (1999)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Fantastic Planet, The (Planète sauvage, La) (1973)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Message in a Bottle (1999)[(2, 0.992), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Office Space (1999)[(5, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Breakfast of Champions (1999)[(8, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Westworld (1973)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Logan's Run (1976)[(0, 0.998)]	sci-fi
Beneath the Planet of the Apes (1970)[(0, 0.998)]	sci-fi
Conquest of the Planet of the Apes (1972)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Analyze This (1999)[(7, 0.998)]	comedy
Lock, Stock & Two Smoking Barrels (1998)[(8, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Wing Commander (1999)[(0, 0.993), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
King and I, The (1999)[(0, 0.986), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	animation
Matrix, The (1999)[(6, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
10 Things I Hate About You (1999)[(6, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Go (1999)[(2, 0.991), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Never Been Kissed (1999)[(4, 0.997)]	romance
Life (1999)[(7, 0.997)]	comedy
eXistenZ (1999)[(7, 0.997)]	sci-fi
Night of the Comet (1984)[(5, 0.982), (0, 0.003), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Mummy, The (1999)[(5, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Castle, The (1997)[(6, 0.994), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Star Wars: Episode I - The Phantom Menace (1999)[(2, 0.997)]	sci-fi
Superman (1978)[(8, 0.998)]	sci-fi
Superman II (1980)[(9, 0.996), (0, 0.001), (4, 0.001)]	sci-fi
Thing from Another World, The (1951)[(7, 0.99), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	sci-fi
Invasion of the Body Snatchers (1956)[(7, 0.996), (0, 0.001), (4, 0.001)]	sci-fi
Swamp Thing (1982)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
Notting Hill (1999)[(2, 0.982), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	romance
Ideal Husband, An (1999)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Run Lola Run (Lola rennt) (1998)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	animation
Dinner Game, The (Dîner de cons, Le) (1998)[(1, 0.997)]	comedy
Arachnophobia (1990)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	action
Wild Wild West (1999)[(3, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	sci-fi
American Pie (1999)[(0, 0.997)]	comedy
Lake Placid (1999)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
Ghostbusters (a.k.a. Ghost Busters) (1984)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Ghostbusters II (1989)[(9, 0.996), (0, 0.001)]	comedy
Deep Blue Sea (1999)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Mystery Men (1999)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	comedy
Spartacus (1960)[(0, 0.966), (1, 0.004), (2, 0.004), (3, 0.004), (4, 0.004)]	romance
Lolita (1962)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Brighton Beach Memoirs (1986)[(3, 0.989), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	comedy
Iron Giant, The (1999)[(7, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
Thomas Crown Affair, The (1999)[(1, 0.978), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Bowfinger (1999)[(7, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Detroit Rock City (1999)[(6, 0.977), (0, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Tomb of Ligeia, The (1965)[(0, 0.976), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	romance
Monty Python's And Now for Something Completely Different (1971)[(0, 0.981), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Airplane! (1980)[(3, 0.98), (0, 0.003), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
National Lampoon's Vacation (1983)[(0, 0.992), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Funny Farm (1988)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Big (1988)[(0, 0.984), (1, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	comedy
Little Nemo: Adventures in Slumberland (1992)[(1, 0.989), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	animation
Mickey Blue Eyes (1999)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Universal Soldier (1992)[(3, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (4, 0.001)]	action
13th Warrior, The (1999)[(1, 0.992), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	fantasy
Outside Providence (1999)[(2, 0.992), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	romance
Black Cat, White Cat (Crna macka, beli macor) (1998)[(7, 0.831), (6, 0.163), (0, 0.001), (1, 0.001), (2, 0.001)]	comedy
Yellow Submarine (1968)[(9, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	animation
American Beauty (1999)[(2, 0.995), (0, 0.001), (1, 0.001), (3, 0.001), (4, 0.001)]	comedy
Hard Day's Night, A (1964)[(9, 0.974), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	comedy
Simon Sez (1999)[(9, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Three Kings (1999)[(7, 0.988), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Phantasm (1979)[(0, 0.996)]	sci-fi
Total Recall (1990)[(0, 0.995), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	sci-fi
Ferris Bueller's Day Off (1986)[(3, 0.996), (0, 0.001)]	comedy
Reds (1981)[(7, 0.996), (0, 0.001)]	romance
Lady Eve, The (1941)[(3, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	romance
Sullivan's Travels (1941)[(9, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Goldfinger (1964)[(1, 0.984), (0, 0.002), (2, 0.002), (3, 0.002), (4, 0.002)]	action
Fistful of Dollars, A (Per un pugno di dollari) (1964)[(8, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Home Alone 2: Lost in New York (1992)[(1, 0.995), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Fight Club (1999)[(6, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	action
Time Bandits (1981)[(4, 0.985), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	action
RoboCop (1987)[(7, 0.74), (3, 0.164), (5, 0.093), (0, 0.001), (1, 0.001)]	sci-fi
Who Framed Roger Rabbit? (1988)[(8, 0.993), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	animation
Being John Malkovich (1999)[(2, 0.999)]	sci-fi
Princess Mononoke (Mononoke-hime) (1997)[(8, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	fantasy
Train of Life (Train de vie) (1998)[(7, 0.995), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Last Night (1998)[(6, 0.998)]	romance
General, The (1926)[(1, 0.993), (0, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Spaceballs (1987)[(5, 0.987), (0, 0.002), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Little Big Man (1970)[(7, 0.992), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	comedy
Trading Places (1983)[(0, 0.976), (1, 0.003), (2, 0.003), (3, 0.003), (4, 0.003)]	comedy
Longest Day, The (1962)[(2, 0.982), (0, 0.003), (1, 0.002), (3, 0.002), (4, 0.002)]	action
Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)[(9, 0.986), (0, 0.002), (1, 0.002), (2, 0.002), (3, 0.002)]	sci-fi
Babes in Toyland (1934)[(9, 0.991), (0, 0.001), (1, 0.001), (2, 0.001), (3, 0.001)]	fantasy
Scrooged (1988)[(3, 0.984), (0, 0.002), (1, 0.002), (2, 0.002), (4, 0.002)]	comedy
Harvey (1950)[(0, 0.988), (1, 0.001), (2, 0.001), (3, 0.001), (4, 0.001)]	comedy
Midnight Run (1988)[(6, 0.974), (0, 0.004), (1, 0.003), (2, 0.003), (3, 0.003)]	comedy
End of Days (1999)[(0, 0.997)]	action
